label,prediction,pca_x,pca_y
2,4,-5.883844,0.7322603
5,0,0.14641143,-0.117329866
9,7,-1.9735516,-0.9933486
3,7,-2.3512318,-1.9207795
6,5,0.57892925,4.51075
9,7,-0.4446217,0.76862556
2,6,0.8223617,-3.8776503
1,9,2.314208,-1.0436202
5,0,-1.1643256,-1.5841035
4,9,4.2098856,0.17080235
7,6,0.8805315,-6.4226527
2,4,-6.0568733,1.3435037
8,0,-1.0478765,-2.2626545
9,7,-1.0339006,0.84755313
7,6,1.1813169,-3.7099736
7,6,2.0019991,-4.051091
1,9,2.503978,-2.051245
0,1,1.7782723,2.186809
4,9,6.783194,1.3181782
2,8,-0.63058,1.4537653
9,7,-2.0494528,0.46218076
3,7,-2.5923274,-0.9145213
5,4,-3.450549,-2.5743756
7,6,0.31348258,-1.3300477
0,1,2.9245179,2.4584138
1,3,2.0876212,-1.7086778
0,1,2.2969449,2.4822223
1,8,-3.4441106,2.658371
5,0,-1.7039887,-1.1993716
8,3,1.5467788,0.18779637
9,7,-0.95507866,1.9294406
9,7,-2.2807298,-0.20215347
8,5,-1.3009923,2.5993598
6,5,1.2863679,3.9683383
4,9,2.949776,-0.7157754
3,7,-1.8896495,-2.368788
8,3,1.7643758,-1.200183
7,6,1.8201792,-6.1434855
5,0,-2.021739,-0.31757292
7,6,0.2605976,-3.6056807
3,7,-2.8354943,-0.7230907
5,7,-1.9969848,1.1389737
7,6,-0.66069233,-5.204382
7,2,4.125166,-6.808103
2,8,-2.8146248,1.6180114
3,7,-1.8290142,0.64151055
5,0,-1.9223099,-4.244003
6,5,0.9437742,4.432471
1,3,1.8340075,-1.4515055
5,0,-0.08059913,-0.06455546
0,1,0.9174784,0.35269392
0,1,2.7846801,1.1729019
6,5,1.106765,4.558731
3,7,-4.8433185,0.6770426
8,0,-1.730849,-2.2564929
7,9,3.8412473,-3.4772692
8,3,-0.75840145,-0.80723035
4,9,3.380673,0.7114087
6,5,0.85632706,3.5688744
2,8,-4.1837645,3.8399837
0,1,3.3592405,1.5469513
2,4,-4.0750566,1.7776158
6,5,1.2097416,4.4408464
9,7,-2.7197537,1.0932728
0,1,3.3778195,0.49563032
9,7,-1.4197823,2.1268015
7,6,0.63489723,-4.510813
0,1,1.999026,1.3273691
6,1,1.9007874,3.1796832
2,8,-4.5567307,1.2072532
5,0,1.2514203,1.0480574
2,7,-3.707016,-1.0168083
1,3,-0.292601,-0.91368705
5,0,-0.00022121577,-1.491042
2,4,-4.7172656,0.7830986
2,4,-4.2718,1.3554628
9,7,-2.3703034,2.9310987
0,1,0.92537606,-0.27517402
4,6,3.6518266,-3.2475593
2,8,-4.686689,0.69321966
6,5,1.7072918,3.9786954
8,3,-0.44918045,-1.5501076
8,3,-1.1043552,0.7650538
3,7,-0.83370817,0.6712852
5,7,-1.2388363,2.1057978
3,7,-3.8624425,-0.1279193
6,3,1.2673404,1.4912004
0,1,3.5540154,2.156917
1,3,1.5059509,-2.0889223
9,9,3.1660752,-3.8358648
8,3,1.2491096,-0.40631205
2,4,-5.9416566,1.6308901
8,4,-2.4681945,-0.33688024
6,5,-0.10019925,4.4153233
3,7,-3.1698005,0.18082218
1,9,1.6600152,-1.2729836
4,6,2.4341521,-0.60552025
1,3,0.37476566,-0.3440167
5,0,0.37134948,-0.08166991
9,7,-1.2498469,1.64537
1,9,1.9899234,-1.3655238
5,0,-0.49241382,-2.3829334
6,5,2.123477,3.503808
0,1,1.006665,1.0894941
7,6,2.5840971,-5.203207
1,3,-0.44358614,-1.2492721
4,9,6.272131,1.836599
8,3,-0.25134924,-2.1656528
7,6,1.4211178,-2.1318173
2,3,0.9438659,-0.8445372
5,0,0.16029201,-2.608648
5,0,-0.0804045,-0.59243155
1,8,-1.4381486,2.4789789
5,0,1.655026,0.30718222
0,1,2.0013435,1.3193789
1,9,1.3308111,-2.596139
6,5,1.946436,3.8667593
3,6,-3.297935,-4.1892257
6,5,0.088760555,4.615931
